1313	2023-12-07 17:03:50	5	4	1313	I	0	1
272	2023-12-07 17:03:58	5	4	272	I	0	1
272	2023-12-07 17:03:59	5	4	272	I	0	1
272	2023-12-07 17:04:01	5	4	272	I	0	1
4326	2023-12-07 17:04:03	5	4	4326	I	0	1
4326	2023-12-07 17:04:05	5	4	4326	I	0	1
59	2023-12-07 17:04:06	5	4	59	I	0	1
59	2023-12-07 17:04:08	5	4	59	I	0	1
312	2023-12-07 17:04:12	5	4	312	I	0	1
1259	2023-12-07 17:04:25	5	4	1259	I	0	1
1259	2023-12-07 17:04:26	5	4	1259	I	0	1
1775	2023-12-07 17:04:41	5	4	1775	I	0	1
1775	2023-12-07 17:04:43	5	4	1775	I	0	1
280	2023-12-07 17:04:44	5	4	280	I	0	1
280	2023-12-07 17:04:46	5	4	280	I	0	1
73	2023-12-07 17:04:47	5	4	0	I	0	1
73	2023-12-07 17:04:49	5	4	0	I	0	1
305	2023-12-07 17:05:02	5	4	305	I	0	1
305	2023-12-07 17:05:03	5	4	305	I	0	1
944	2023-12-07 17:05:08	5	4	944	I	0	1
944	2023-12-07 17:05:10	5	4	944	I	0	1
944	2023-12-07 17:05:11	5	4	944	I	0	1
161	2023-12-07 17:05:15	5	4	161	I	0	1
161	2023-12-07 17:05:16	5	4	161	I	0	1
161	2023-12-07 17:05:18	5	4	161	I	0	1
890	2023-12-07 17:05:45	5	4	890	I	0	1
890	2023-12-07 17:05:46	5	4	890	I	0	1
134	2023-12-07 17:06:07	5	4	134	I	0	1
134	2023-12-07 17:06:09	5	4	134	I	0	1
134	2023-12-07 17:06:10	5	4	134	I	0	1
207	2023-12-07 17:06:20	5	4	207	I	0	1
207	2023-12-07 17:06:21	5	4	207	I	0	1
207	2023-12-07 17:06:23	5	4	207	I	0	1
898	2023-12-07 17:07:15	5	4	898	I	0	1
898	2023-12-07 17:07:17	5	4	898	I	0	1
1537	2023-12-07 17:07:41	5	4	1537	I	0	1
2791	2023-12-07 17:08:16	5	4	2791	I	0	1
1108	2023-12-07 17:08:23	5	4	1108	I	0	1
2757	2023-12-07 17:09:30	5	4	2757	I	0	1
4270	2023-12-07 17:13:45	5	4	0	I	0	1
4279	2023-12-07 17:13:50	5	4	0	I	0	1
4279	2023-12-07 17:13:52	5	4	0	I	0	1
698	2023-12-07 17:13:54	5	4	0	I	0	1
4131	2023-12-07 17:14:07	5	4	0	I	0	1
4131	2023-12-07 17:14:08	5	4	0	I	0	1
4131	2023-12-07 17:14:10	5	4	0	I	0	1
4131	2023-12-07 17:14:11	5	4	0	I	0	1
2807	2023-12-07 17:14:13	5	4	0	I	0	1
2807	2023-12-07 17:14:14	5	4	0	I	0	1
1296	2023-12-07 17:14:16	5	4	0	I	0	1
1280	2023-12-07 17:14:27	5	4	0	I	0	1
4227	2023-12-07 17:14:48	5	4	0	I	0	1
1860	2023-12-07 17:15:03	5	4	1860	I	0	1
1860	2023-12-07 17:15:05	5	4	1860	I	0	1
1860	2023-12-07 17:15:07	5	4	1860	I	0	1
2408	2023-12-07 17:15:32	5	4	2408	I	0	1
2408	2023-12-07 17:15:34	5	4	2408	I	0	1
2408	2023-12-07 17:15:35	5	4	2408	I	0	1
2408	2023-12-07 17:15:37	5	4	2408	I	0	1
169	2023-12-07 17:17:37	5	4	0	I	0	1
169	2023-12-07 17:17:38	5	4	0	I	0	1
1560	2023-12-07 17:18:03	5	4	0	I	0	1
1560	2023-12-07 17:18:05	5	4	0	I	0	1
2488	2023-12-07 17:18:07	5	4	0	I	0	1
2488	2023-12-07 17:18:08	5	4	0	I	0	1
1964	2023-12-07 17:23:18	5	4	1964	I	0	1
1964	2023-12-07 17:23:20	5	4	1964	I	0	1
6	2023-12-07 17:23:46	5	4	6	I	0	1
129	2023-12-07 17:25:12	5	4	129	I	0	1
129	2023-12-07 17:25:13	5	4	129	I	0	1
4229	2023-12-07 17:28:55	5	4	4229	I	0	1
4229	2023-12-07 17:28:57	5	4	4229	I	0	1
180	2023-12-07 17:34:22	5	4	180	I	0	1
4300	2023-12-07 17:34:56	5	4	4300	I	0	1
4200	2023-12-07 19:57:17	5	4	4200	I	0	1
4200	2023-12-07 19:57:20	5	4	4200	I	0	1
4200	2023-12-07 19:58:14	5	4	4200	I	0	1
1350	2023-12-07 07:26:23	1	4	1350	I	0	1
46	2023-12-07 07:39:21	1	4	46	I	0	1
46	2023-12-07 07:39:23	1	4	46	I	0	1
46	2023-12-07 07:39:24	1	4	46	I	0	1
2784	2023-12-07 07:42:03	1	4	0	I	0	1
2784	2023-12-07 07:42:05	1	4	0	I	0	1
2784	2023-12-07 07:42:06	1	4	0	I	0	1
1530	2023-12-07 07:42:51	1	4	1530	I	0	1
1530	2023-12-07 07:42:52	1	4	1530	I	0	1
1530	2023-12-07 07:42:54	1	4	1530	I	0	1
1530	2023-12-07 07:42:55	1	4	1530	I	0	1
1530	2023-12-07 07:42:57	1	4	1530	I	0	1
4329	2023-12-07 07:47:01	1	4	4329	I	0	1
4329	2023-12-07 07:47:02	1	4	4329	I	0	1
87	2023-12-07 07:48:00	1	4	87	I	0	1
87	2023-12-07 07:48:01	1	4	87	I	0	1
4	2023-12-07 07:48:27	1	4	4	I	0	1
4	2023-12-07 07:48:28	1	4	4	I	0	1
321	2023-12-07 07:49:03	1	4	0	I	0	1
321	2023-12-07 07:49:05	1	4	0	I	0	1
321	2023-12-07 07:49:06	1	4	0	I	0	1
2457	2023-12-07 07:52:29	1	4	0	I	0	1
2457	2023-12-07 07:52:30	1	4	0	I	0	1
2457	2023-12-07 07:52:32	1	4	0	I	0	1
2457	2023-12-07 07:52:34	1	4	0	I	0	1
50	2023-12-07 07:52:55	1	4	50	I	0	1
50	2023-12-07 07:52:57	1	4	50	I	0	1
50	2023-12-07 07:52:58	1	4	50	I	0	1
50	2023-12-07 07:53:00	1	4	50	I	0	1
2796	2023-12-07 07:53:30	1	4	0	I	0	1
2796	2023-12-07 07:53:31	1	4	0	I	0	1
129	2023-12-07 07:53:40	1	4	129	I	0	1
129	2023-12-07 07:53:41	1	4	129	I	0	1
154	2023-12-07 07:54:31	1	4	154	I	0	1
154	2023-12-07 07:54:32	1	4	154	I	0	1
152	2023-12-07 07:54:39	1	4	152	I	0	1
152	2023-12-07 07:54:41	1	4	152	I	0	1
152	2023-12-07 07:54:42	1	4	152	I	0	1
1495	2023-12-07 07:54:56	1	4	1495	I	0	1
1495	2023-12-07 07:54:57	1	4	1495	I	0	1
1495	2023-12-07 07:54:59	1	4	1495	I	0	1
1495	2023-12-07 07:55:01	1	4	1495	I	0	1
1495	2023-12-07 07:55:03	1	4	1495	I	0	1
1495	2023-12-07 07:55:04	1	4	1495	I	0	1
138	2023-12-07 07:55:06	1	4	0	I	0	1
138	2023-12-07 07:55:08	1	4	0	I	0	1
33	2023-12-07 07:55:48	1	4	33	I	0	1
33	2023-12-07 07:55:49	1	4	33	I	0	1
1253	2023-12-07 07:55:54	1	4	0	I	0	1
1253	2023-12-07 07:55:56	1	4	0	I	0	1
1815	2023-12-07 07:56:43	1	4	0	I	0	1
1815	2023-12-07 07:56:44	1	4	0	I	0	1
1815	2023-12-07 07:56:46	1	4	0	I	0	1
1815	2023-12-07 07:56:47	1	4	0	I	0	1
3010	2023-12-07 07:58:14	1	4	3010	I	0	1
3010	2023-12-07 07:58:15	1	4	3010	I	0	1
2939	2023-12-07 07:58:21	1	4	2939	I	0	1
2939	2023-12-07 07:58:23	1	4	2939	I	0	1
4216	2023-12-07 07:36:33	2	4	0	I	0	1
4216	2023-12-07 07:36:35	2	4	0	I	0	1
4143	2023-12-07 07:43:27	2	4	4143	I	0	1
4143	2023-12-07 07:43:29	2	4	4143	I	0	1
4315	2023-12-07 07:44:24	2	4	0	I	0	1
4315	2023-12-07 07:44:26	2	4	0	I	0	1
4315	2023-12-07 07:44:27	2	4	0	I	0	1
724	2023-12-07 07:46:33	2	4	0	I	0	1
724	2023-12-07 07:46:34	2	4	0	I	0	1
4195	2023-12-07 07:50:20	2	4	4195	I	0	1
4195	2023-12-07 07:50:22	2	4	4195	I	0	1
4195	2023-12-07 07:50:23	2	4	4195	I	0	1
4113	2023-12-07 07:52:13	2	4	0	I	0	1
4113	2023-12-07 07:52:15	2	4	0	I	0	1
4113	2023-12-07 07:52:16	2	4	0	I	0	1
4113	2023-12-07 07:52:19	2	4	0	I	0	1
4220	2023-12-07 07:52:50	2	4	4220	I	0	1
4220	2023-12-07 07:52:51	2	4	4220	I	0	1
4220	2023-12-07 07:52:53	2	4	4220	I	0	1
4219	2023-12-07 07:52:58	2	4	4219	I	0	1
4219	2023-12-07 07:53:02	2	4	4219	I	0	1
4219	2023-12-07 07:53:03	2	4	4219	I	0	1
2938	2023-12-07 07:55:09	2	4	0	I	0	1
2938	2023-12-07 07:55:10	2	4	0	I	0	1
2959	2023-12-07 07:55:43	2	4	0	I	0	1
2959	2023-12-07 07:55:45	2	4	0	I	0	1
33	2023-12-07 07:56:06	2	4	33	I	0	1
33	2023-12-07 07:56:08	2	4	33	I	0	1
730	2023-12-07 07:56:19	2	4	730	I	0	1
4217	2023-12-07 07:57:10	2	4	4217	I	0	1
4217	2023-12-07 07:57:14	2	4	4217	I	0	1
4121	2023-12-07 07:57:15	2	4	4121	I	0	1
4121	2023-12-07 07:57:17	2	4	4121	I	0	1
4121	2023-12-07 07:57:19	2	4	4121	I	0	1
4121	2023-12-07 07:57:20	2	4	4121	I	0	1
2346	2023-12-07 07:58:12	2	4	0	I	0	1
2346	2023-12-07 07:58:13	2	4	0	I	0	1
