137	2021-12-28 00:13:22	1	1	137	I	0	1
1483	2021-12-28 07:32:46	1	1	1483	I	0	1
1260	2021-12-28 07:33:09	1	1	1260	I	0	1
382	2021-12-28 07:33:30	1	1	382	I	0	1
1175	2021-12-28 07:33:51	1	1	1175	I	0	1
1175	2021-12-28 07:34:18	1	1	1175	I	0	1
1175	2021-12-28 07:34:35	1	1	1175	I	0	1
1360	2021-12-28 07:34:48	1	1	1360	I	0	1
1224	2021-12-28 07:35:15	1	1	1224	I	0	1
74	2021-12-28 07:35:55	1	1	74	I	0	1
1224	2021-12-28 07:36:27	1	1	1224	I	0	1
1447	2021-12-28 07:40:47	1	1	1447	I	0	1
183	2021-12-28 07:42:50	1	1	183	I	0	1
458	2021-12-28 07:42:58	1	1	458	I	0	1
1197	2021-12-28 07:44:26	1	1	1197	I	0	1
1323	2021-12-28 07:44:35	1	1	1323	I	0	1
1134	2021-12-28 07:44:40	1	1	1134	I	0	1
394	2021-12-28 07:44:43	1	1	394	I	0	1
1441	2021-12-28 07:44:48	1	1	1441	I	0	1
1427	2021-12-28 07:44:58	1	1	1427	I	0	1
51	2021-12-28 07:32:48	2	1	SOMOR	I	0	1
1235	2021-12-28 07:32:56	2	1	1235	I	0	1
179	2021-12-28 07:33:17	2	1	179	I	0	1
1216	2021-12-28 07:33:53	2	1	1216	I	0	1
615	2021-12-28 07:34:19	2	1	615	I	0	1
885	2021-12-28 07:34:54	2	1	885	I	0	1
1487	2021-12-28 07:36:17	2	1	1487	I	0	1
31	2021-12-28 07:39:48	2	1	31	I	0	1
65	2021-12-28 07:41:17	2	1	65	I	0	1
178	2021-12-28 07:42:36	2	1	178	I	0	1
1496	2021-12-28 07:42:51	2	1	1496	I	0	1
397	2021-12-28 07:42:58	2	1	397	I	0	1
1029	2021-12-28 07:43:05	2	1	1029	I	0	1
1442	2021-12-28 07:44:09	2	1	1442	I	0	1
1564	2021-12-28 07:44:52	2	1	1564	I	0	1
391	2021-12-28 07:44:57	2	1	391	I	0	1
394	2021-12-28 07:45:00	2	1	394	I	0	1
326	2021-12-28 00:13:07	3	1	326	I	0	1
1008	2021-12-28 00:13:17	3	1	1008	I	0	1
1466	2021-12-28 07:43:20	3	1	1466	I	0	1
869	2021-12-28 07:44:13	3	1	869	I	0	1
870	2021-12-28 07:44:46	3	1	870	I	0	1
271	2021-12-28 07:44:20	4	1	271	I	0	1
907	2021-12-28 07:44:46	4	1	907	I	0	1
94	2021-12-28 07:44:53	4	1	94	I	0	1
37	2021-12-28 07:45:27	4	1	37	I	0	1
1450	2021-12-28 07:45:38	4	1	1450	I	0	1
1528	2021-12-28 07:45:44	4	1	1528	I	0	1
1192	2021-12-28 07:45:49	4	1	1192	I	0	1
1438	2021-12-28 07:45:53	4	1	1438	I	0	1
822	2021-12-28 07:46:03	4	1	822	I	0	1
830	2021-12-28 07:46:13	4	1	830	I	0	1
1440	2021-12-28 07:46:16	4	1	1440	I	0	1
1242	2021-12-28 07:46:40	4	1	1242	I	0	1
1489	2021-12-28 07:46:44	4	1	1489	I	0	1
1428	2021-12-28 07:46:47	4	1	1428	I	0	1
224	2021-12-28 07:46:50	4	1	224	I	0	1
1382	2021-12-28 07:46:58	4	1	1382	I	0	1
390	2021-12-28 07:47:10	4	1	390	I	0	1
1194	2021-12-28 07:47:13	4	1	1194	I	0	1
1205	2021-12-28 07:47:19	4	1	1205	I	0	1
365	2021-12-28 07:47:22	4	1	365	I	0	1
1238	2021-12-28 07:47:32	4	1	1238	I	0	1
1149	2021-12-28 07:47:40	4	1	1149	I	0	1
125	2021-12-28 07:47:48	4	1	125	I	0	1
1161	2021-12-28 07:47:56	4	1	1161	I	0	1
1237	2021-12-28 07:48:13	4	1	1237	I	0	1
1506	2021-12-28 07:48:26	4	1	1506	I	0	1
1177	2021-12-28 07:49:20	4	1	1177	I	0	1
1461	2021-12-28 07:49:29	4	1	1461	I	0	1
845	2021-12-28 07:49:34	4	1	845	I	0	1
149	2021-12-28 07:49:50	4	1	149	I	0	1
1230	2021-12-28 07:49:55	4	1	1230	I	0	1
272	2021-12-28 07:50:02	4	1	272	I	0	1
833	2021-12-28 07:50:14	4	1	833	I	0	1
1163	2021-12-28 07:50:37	4	1	1163	I	0	1
1474	2021-12-28 07:50:44	4	1	1474	I	0	1
1193	2021-12-28 07:50:48	4	1	1193	I	0	1
657	2021-12-28 07:50:51	4	1	657	I	0	1
1183	2021-12-28 07:50:53	4	1	1183	I	0	1
1040	2021-12-28 07:51:00	4	1	1040	I	0	1
1369	2021-12-28 07:51:07	4	1	1369	I	0	1
225	2021-12-28 07:51:14	4	1	225	I	0	1
1154	2021-12-28 07:51:16	4	1	1154	I	0	1
932	2021-12-28 07:51:18	4	1	932	I	0	1
1204	2021-12-28 07:51:25	4	1	1204	I	0	1
849	2021-12-28 07:51:29	4	1	849	I	0	1
127	2021-12-28 07:51:35	4	1	127	I	0	1
1178	2021-12-28 07:51:37	4	1	1178	I	0	1
1200	2021-12-28 07:51:42	4	1	1200	I	0	1
941	2021-12-28 07:51:47	4	1	941	I	0	1
903	2021-12-28 07:51:50	4	1	903	I	0	1
